sku,season,season_universe,season_tagline,kategori,nama_blend,narrative_context,komposisi_biji,dominant_roast,deskripsi,texture,resep_gramasi,rekomendasi_penyajian
S-SUM-061,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Padang Transit,The Open Horizon · Seasonal collection,Bali Ulian Dark Honey 50% | Dampit Malang Dark Washed 30% | Java Sindoro Dark Washed 20%,Dark,"Seperti kapal yang menemukan teluknya setelah berbulan berlayar, blend ini mempertemukan biji-biji dari Bali Ulian serta Dampit Malang serta Java Sindoro dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan Washed, menghadirkan nuansa smoky caramel, dark roast, dark sugar yang bersih namun penuh kedalaman. Blend yang merayakan keberanian membuka cakrawala baru, satu tegukan sekaligus.",Thick,Bali Ulian (Dark / Honey): 500g (50%) | Dampit Malang (Dark / Washed): 300g (30%) | Java Sindoro (Dark / Washed): 200g (20%) | total: 1000g,Best for Batch Brew
S-SUM-062,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Banda Current,The Open Horizon · Seasonal collection,Papua Dogiyai Light Washed 55% | Kerinci Kayu Aro Dark Washed 45%,Medium,"Terinspirasi dari rute dagang yang telah melintasi generasi, blend ini mempertemukan biji-biji dari Papua Dogiyai serta Kerinci Kayu Aro dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed, menghadirkan nuansa bitter chocolate, lemon zest, bergamot yang bersih namun penuh kedalaman. Diciptakan dari spirit jalur dagang yang mengalirkan kekayaan rasa lintas samudera.",Round,Papua Dogiyai (Light / Washed): 550g (55%) | Kerinci Kayu Aro (Dark / Washed): 450g (45%) | total: 1000g,Versatile for Espresso & Filter
S-SUM-063,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Pontianak Channel,The Open Horizon · Seasonal collection,Lintong Onan Medium Anaerobic 40% | Dampit Malang Dark Anaerobic 35% | Solok Radjo Medium SemiWashed 25%,Medium,"Seperti angin laut yang pertama kali menyentuh dek, blend ini mempertemukan biji-biji dari Lintong Onan serta Dampit Malang serta Solok Radjo dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan SemiWashed, menghadirkan nuansa dark rum, black cherry, smoke yang bersih namun penuh kedalaman. Blend yang merayakan keberanian membuka cakrawala baru, satu tegukan sekaligus.",Round,Lintong Onan (Medium / Anaerobic): 400g (40%) | Dampit Malang (Dark / Anaerobic): 350g (35%) | Solok Radjo (Medium / SemiWashed): 250g (25%) | total: 1000g,Best for Moka Pot
S-SUM-064,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Sorong Transit,The Open Horizon · Seasonal collection,Dampit Malang Light Anaerobic 45% | Java Ijen Raung Dark Wine 35% | Wanoja Kamojang Light SemiWashed 20%,Medium,"Seperti angin laut yang pertama kali menyentuh dek, blend ini mempertemukan biji-biji dari Dampit Malang serta Java Ijen Raung serta Wanoja Kamojang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan Wine, menghadirkan nuansa rum raisin, lychee, tobacco yang bersih namun penuh kedalaman. Diciptakan dari spirit jalur dagang yang mengalirkan kekayaan rasa lintas samudera.",Round,Dampit Malang (Light / Anaerobic): 450g (45%) | Java Ijen Raung (Dark / Wine): 350g (35%) | Wanoja Kamojang (Light / SemiWashed): 200g (20%) | total: 1000g,Cocok untuk French Press & Espresso
S-SUM-065,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Balikpapan Cargo,The Open Horizon · Seasonal collection,Bukit Barisan Dark Wine 60% | Java Puntang Dark Honey 25% | Toraja Sapan Light Washed 15%,Dark,"Di mana muara sungai berjumpa dengan lautan terbuka, blend ini mempertemukan biji-biji dari Bukit Barisan serta Java Puntang serta Toraja Sapan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine dan Honey, menghadirkan nuansa bergamot, smoked plum, toffee yang bersih namun penuh kedalaman. Blend yang merayakan keberanian membuka cakrawala baru, satu tegukan sekaligus.",Bold,Bukit Barisan (Dark / Wine): 600g (60%) | Java Puntang (Dark / Honey): 250g (25%) | Toraja Sapan (Light / Washed): 150g (15%) | total: 1000g,Cocok untuk Cold Brew
S-SUM-066,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Banda Crossing,The Open Horizon · Seasonal collection,Semeru Medium WetHulled 60% | Java Ijen Raung Light Washed 25% | Java Puntang Light SemiWashed 15%,Light,"Seperti angin laut yang pertama kali menyentuh dek, blend ini mempertemukan biji-biji dari Semeru serta Java Ijen Raung serta Java Puntang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan Washed, menghadirkan nuansa bergamot, leather, earthy yang bersih namun penuh kedalaman. Sebuah persembahan kepada rute-rute yang telah menghubungkan Nusantara selama berabad-abad.",Silky,Semeru (Medium / WetHulled): 600g (60%) | Java Ijen Raung (Light / Washed): 250g (25%) | Java Puntang (Light / SemiWashed): 150g (15%) | total: 1000g,Ideal for Chemex
S-SUM-067,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Demak Channel,The Open Horizon · Seasonal collection,Gunung Halu Light WetHulled 60% | Lampung Robusta Premium Dark SemiWashed 25% | Solok Radjo Medium Wine 15%,Light,"Di mana muara sungai berjumpa dengan lautan terbuka, blend ini mempertemukan biji-biji dari Gunung Halu serta Lampung Robusta Premium serta Solok Radjo dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan SemiWashed, menghadirkan nuansa balsamic, roasted grain, cedar yang bersih namun penuh kedalaman. Sebuah persembahan kepada rute-rute yang telah menghubungkan Nusantara selama berabad-abad.",Clean,Gunung Halu (Light / WetHulled): 600g (60%) | Lampung Robusta Premium (Dark / SemiWashed): 250g (25%) | Solok Radjo (Medium / Wine): 150g (15%) | total: 1000g,Best for V60
S-SUM-068,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Demak Run,The Open Horizon · Seasonal collection,Bengkulu Light Honey 50% | Java Temanggung Medium WetHulled 25% | Flores Bajawa Dark Washed 25%,Medium,"Dari pelabuhan tua yang menyimpan ribuan cerita, blend ini mempertemukan biji-biji dari Bengkulu serta Java Temanggung serta Flores Bajawa dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan WetHulled, menghadirkan nuansa apricot, floral, white grape yang bersih namun penuh kedalaman. Sebuah persembahan kepada rute-rute yang telah menghubungkan Nusantara selama berabad-abad.",Smooth,Bengkulu (Light / Honey): 500g (50%) | Java Temanggung (Medium / WetHulled): 250g (25%) | Flores Bajawa (Dark / Washed): 250g (25%) | total: 1000g,Cocok untuk French Press & Espresso
S-SUM-069,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Sunda Expedition,The Open Horizon · Seasonal collection,Mandheling Medium Natural 55% | Java Sindoro Light Honey 45%,Light,"Seperti angin laut yang pertama kali menyentuh dek, blend ini mempertemukan biji-biji dari Mandheling serta Java Sindoro dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan Honey, menghadirkan nuansa apricot, molasses, dark chocolate yang bersih namun penuh kedalaman. Untuk para pelaut dalam diri kita — yang selalu menemukan jalan pulang.",Light Body,Mandheling (Medium / Natural): 550g (55%) | Java Sindoro (Light / Honey): 450g (45%) | total: 1000g,Best for V60
S-SUM-070,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Palembang Convoy,The Open Horizon · Seasonal collection,Bali Kintamani Dark Natural 60% | Toraja Sapan Dark SemiWashed 25% | Java Garut Dark Wine 15%,Dark,"Terinspirasi dari rute dagang yang telah melintasi generasi, blend ini mempertemukan biji-biji dari Bali Kintamani serta Toraja Sapan serta Java Garut dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan SemiWashed, menghadirkan nuansa charcoal, dark berry, smoked plum yang bersih namun penuh kedalaman. Diciptakan dari spirit jalur dagang yang mengalirkan kekayaan rasa lintas samudera.",Full Body,Bali Kintamani (Dark / Natural): 600g (60%) | Toraja Sapan (Dark / SemiWashed): 250g (25%) | Java Garut (Dark / Wine): 150g (15%) | total: 1000g,Cocok untuk Cold Brew
S-SUM-071,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Ambon Heading,The Open Horizon · Seasonal collection,Lintong Onan Medium Honey 70% | Bukit Barisan Light Washed 30%,Medium,"Seperti kapal yang menemukan teluknya setelah berbulan berlayar, blend ini mempertemukan biji-biji dari Lintong Onan serta Bukit Barisan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan Washed, menghadirkan nuansa macadamia, lemon zest, maple syrup yang bersih namun penuh kedalaman. Blend yang merayakan keberanian membuka cakrawala baru, satu tegukan sekaligus.",Smooth,Lintong Onan (Medium / Honey): 700g (70%) | Bukit Barisan (Light / Washed): 300g (30%) | total: 1000g,Versatile for Espresso & Filter
S-SUM-072,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Timor Crossing,The Open Horizon · Seasonal collection,Flores Bajawa Light Natural 45% | Gunung Halu Light Washed 35% | Toraja Kalosi Light Anaerobic 20%,Light,"Seperti angin laut yang pertama kali menyentuh dek, blend ini mempertemukan biji-biji dari Flores Bajawa serta Gunung Halu serta Toraja Kalosi dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan Washed, menghadirkan nuansa citrus, passion fruit, cola yang bersih namun penuh kedalaman. Blend yang merayakan keberanian membuka cakrawala baru, satu tegukan sekaligus.",Light Body,Flores Bajawa (Light / Natural): 450g (45%) | Gunung Halu (Light / Washed): 350g (35%) | Toraja Kalosi (Light / Anaerobic): 200g (20%) | total: 1000g,Cocok untuk AeroPress
S-SUM-073,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Gresik Berth,The Open Horizon · Seasonal collection,Wanoja Kamojang Light Honey 60% | Mandheling Light Honey 40%,Light,"Seperti angin laut yang pertama kali menyentuh dek, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Mandheling dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey, menghadirkan nuansa white grape, pear, honeysuckle yang bersih namun penuh kedalaman. Diciptakan dari spirit jalur dagang yang mengalirkan kekayaan rasa lintas samudera.",Delicate,Wanoja Kamojang (Light / Honey): 600g (60%) | Mandheling (Light / Honey): 400g (40%) | total: 1000g,Cocok untuk AeroPress
S-SUM-074,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Molucca Run,The Open Horizon · Seasonal collection,Lintong Onan Medium Washed 55% | Sidikalang Dark SemiWashed 30% | Lampung Robusta Premium Medium Natural 15%,Medium,"Seperti angin laut yang pertama kali menyentuh dek, blend ini mempertemukan biji-biji dari Lintong Onan serta Sidikalang serta Lampung Robusta Premium dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan SemiWashed, menghadirkan nuansa caramel, milk chocolate, dried fig yang bersih namun penuh kedalaman. Diciptakan dari spirit jalur dagang yang mengalirkan kekayaan rasa lintas samudera.",Velvety,Lintong Onan (Medium / Washed): 550g (55%) | Sidikalang (Dark / SemiWashed): 300g (30%) | Lampung Robusta Premium (Medium / Natural): 150g (15%) | total: 1000g,Best for Moka Pot
S-SUM-075,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Makassar Anchorage,The Open Horizon · Seasonal collection,Lampung Robusta Premium Dark Natural 65% | Flores Bajawa Dark Natural 35%,Dark,"Di mana muara sungai berjumpa dengan lautan terbuka, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Flores Bajawa dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural, menghadirkan nuansa dark berry, charcoal, licorice yang bersih namun penuh kedalaman. Diciptakan dari spirit jalur dagang yang mengalirkan kekayaan rasa lintas samudera.",Syrupy,Lampung Robusta Premium (Dark / Natural): 650g (65%) | Flores Bajawa (Dark / Natural): 350g (35%) | total: 1000g,Best for Batch Brew
S-SUM-076,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Bali Heading,The Open Horizon · Seasonal collection,Bali Kintamani Dark Anaerobic 40% | Java Sindoro Light Natural 35% | Java Ciwidey Light Natural 25%,Medium,"Seperti angin laut yang pertama kali menyentuh dek, blend ini mempertemukan biji-biji dari Bali Kintamani serta Java Sindoro serta Java Ciwidey dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan Natural, menghadirkan nuansa watermelon, strawberry, dark rum yang bersih namun penuh kedalaman. Untuk para pelaut dalam diri kita — yang selalu menemukan jalan pulang.",Medium Body,Bali Kintamani (Dark / Anaerobic): 400g (40%) | Java Sindoro (Light / Natural): 350g (35%) | Java Ciwidey (Light / Natural): 250g (25%) | total: 1000g,Best for Moka Pot
S-SUM-077,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Riau Berth,The Open Horizon · Seasonal collection,Dampit Malang Dark Wine 60% | Sembalun Rinjani Light SemiWashed 25% | Aceh Gayo Light WetHulled 15%,Medium,"Seperti angin laut yang pertama kali menyentuh dek, blend ini mempertemukan biji-biji dari Dampit Malang serta Sembalun Rinjani serta Aceh Gayo dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine dan SemiWashed, menghadirkan nuansa mandarin, oolong tea, light caramel yang bersih namun penuh kedalaman. Blend yang merayakan keberanian membuka cakrawala baru, satu tegukan sekaligus.",Medium Body,Dampit Malang (Dark / Wine): 600g (60%) | Sembalun Rinjani (Light / SemiWashed): 250g (25%) | Aceh Gayo (Light / WetHulled): 150g (15%) | total: 1000g,Cocok untuk French Press & Espresso
S-SUM-078,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Malacca Swell,The Open Horizon · Seasonal collection,Papua Wamena Medium WetHulled 45% | Mandheling Light Honey 35% | Solok Radjo Medium Anaerobic 20%,Light,"Terinspirasi dari rute dagang yang telah melintasi generasi, blend ini mempertemukan biji-biji dari Papua Wamena serta Mandheling serta Solok Radjo dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan Honey, menghadirkan nuansa cacao nib, leather, woody yang bersih namun penuh kedalaman. Untuk para pelaut dalam diri kita — yang selalu menemukan jalan pulang.",Tea-like,Papua Wamena (Medium / WetHulled): 450g (45%) | Mandheling (Light / Honey): 350g (35%) | Solok Radjo (Medium / Anaerobic): 200g (20%) | total: 1000g,Cocok untuk AeroPress
S-SUM-079,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Gresik Crossing,The Open Horizon · Seasonal collection,Flores Bajawa Medium Anaerobic 50% | Java Ijen Raung Light Anaerobic 30% | Arjuno Light Anaerobic 20%,Light,"Dari pelabuhan tua yang menyimpan ribuan cerita, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ijen Raung serta Arjuno dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic, menghadirkan nuansa rum raisin, cola, raspberry yang bersih namun penuh kedalaman. Blend yang merayakan keberanian membuka cakrawala baru, satu tegukan sekaligus.",Clean,Flores Bajawa (Medium / Anaerobic): 500g (50%) | Java Ijen Raung (Light / Anaerobic): 300g (30%) | Arjuno (Light / Anaerobic): 200g (20%) | total: 1000g,Pour Over Recommended
S-SUM-080,Summer,The Open Horizon,Ketika laut dan langit melebur — dan setiap tegukan terasa seperti angin pertama.,Seasonal Blend,Padang Trade Wind,The Open Horizon · Seasonal collection,Toraja Kalosi Dark Washed 40% | Dampit Malang Dark Wine 35% | Bengkulu Dark SemiWashed 25%,Dark,"Dari pelabuhan tua yang menyimpan ribuan cerita, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Dampit Malang serta Bengkulu dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan Wine, menghadirkan nuansa dark caramel, intense spice, walnut yang bersih namun penuh kedalaman. Blend yang merayakan keberanian membuka cakrawala baru, satu tegukan sekaligus.",Full Body,Toraja Kalosi (Dark / Washed): 400g (40%) | Dampit Malang (Dark / Wine): 350g (35%) | Bengkulu (Dark / SemiWashed): 250g (25%) | total: 1000g,Best for Espresso
