sku,season,kategori,nama_blend,komposisi_biji,dominant_roast,deskripsi,texture,resep_gramasi,rekomendasi_penyajian
S-SUM-095,Summer,Seasonal Blend,Summit Summer Signature,Semeru Light Natural 40% | Aceh Gayo Medium Natural 60%,Light,"Karakter buah tropis yang menawan, blend tropical ini memadukan biji-biji terbaik dari Semeru dan Aceh Gayo. Diproses dengan metode Natural, menghadirkan profil rasa dark chocolate, prune, tropical fruit yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Delicate,Semeru (Light / Natural): 400g (40%) | Aceh Gayo (Medium / Natural): 600g (60%) | total: 1000g,Pour Over Recommended
S-SUM-096,Summer,Seasonal Blend,Sacred Summer Chapter,Lampung Robusta Premium Light WetHulled 50% | Semeru Medium Washed 50%,Light,"Karakter buah tropis yang menawan, blend vibrant ini memadukan biji-biji terbaik dari Lampung Robusta Premium dan Semeru. Diproses dengan metode Washed & WetHulled, menghadirkan profil rasa green pepper, tobacco leaf, lime yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Light Body,Lampung Robusta Premium (Light / WetHulled): 500g (50%) | Semeru (Medium / Washed): 500g (50%) | total: 1000g,Ideal for Chemex
S-SUM-097,Summer,Seasonal Blend,Ritual Summer Craft,Bengkulu Light Wine 50% | Java Ijen Raung Light Wine 30% | Java Temanggung Medium Anaerobic 20%,Light,"Segar dan penuh semangat, blend refreshing ini memadukan biji-biji terbaik dari Bengkulu dan Java Ijen Raung dan Java Temanggung. Diproses dengan metode Wine & Anaerobic, menghadirkan profil rasa fermented fruit, wine, blackcurrant yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Clean,Bengkulu (Light / Wine): 500g (50%) | Java Ijen Raung (Light / Wine): 300g (30%) | Java Temanggung (Medium / Anaerobic): 200g (20%) | total: 1000g,Ideal for Chemex
S-SUM-098,Summer,Seasonal Blend,Whisper Summer Crest,Gunung Halu Dark Honey 55% | Temanggung Light Honey 30% | Bali Ulian Dark Wine 15%,Medium,"Segar dan penuh semangat, blend tropical ini memadukan biji-biji terbaik dari Gunung Halu dan Temanggung dan Bali Ulian. Diproses dengan metode Honey & Wine, menghadirkan profil rasa dark sugar, nectarine, toffee yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Smooth,Gunung Halu (Dark / Honey): 550g (55%) | Temanggung (Light / Honey): 300g (30%) | Bali Ulian (Dark / Wine): 150g (15%) | total: 1000g,Versatile for Espresso & Filter
S-SUM-099,Summer,Seasonal Blend,Ritual Summer Chapter,Bengkulu Dark Anaerobic 55% | Lampung Robusta Premium Medium SemiWashed 30% | Java Garut Light WetHulled 15%,Medium,"Karakter buah tropis yang menawan, blend fruity ini memadukan biji-biji terbaik dari Bengkulu dan Lampung Robusta Premium dan Java Garut. Diproses dengan metode SemiWashed & WetHulled, menghadirkan profil rasa milk caramel, fermented cocoa, dark rum yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Bengkulu (Dark / Anaerobic): 550g (55%) | Lampung Robusta Premium (Medium / SemiWashed): 300g (30%) | Java Garut (Light / WetHulled): 150g (15%) | total: 1000g,Versatile for Espresso & Filter
S-SUM-100,Summer,Seasonal Blend,Horizon Summer Blend,Java Manglayang Medium Washed 70% | Papua Wamena Dark WetHulled 30%,Medium,"Karakter buah tropis yang menawan, blend fruity ini memadukan biji-biji terbaik dari Java Manglayang dan Papua Wamena. Diproses dengan metode Washed & WetHulled, menghadirkan profil rasa dark tobacco, caramel, peat yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Balanced,Java Manglayang (Medium / Washed): 700g (70%) | Papua Wamena (Dark / WetHulled): 300g (30%) | total: 1000g,Best for Moka Pot
S-SUM-101,Summer,Seasonal Blend,Equator Summer Journey,Java Garut Dark Honey 60% | Solok Radjo Light Washed 25% | Java Sindoro Medium SemiWashed 15%,Medium,"Segar dan penuh semangat, blend bright ini memadukan biji-biji terbaik dari Java Garut dan Solok Radjo dan Java Sindoro. Diproses dengan metode SemiWashed & Washed, menghadirkan profil rasa green tea, roasted nut, apricot jam yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Java Garut (Dark / Honey): 600g (60%) | Solok Radjo (Light / Washed): 250g (25%) | Java Sindoro (Medium / SemiWashed): 150g (15%) | total: 1000g,Best for Moka Pot
S-SUM-102,Summer,Seasonal Blend,Archipelago Summer Collection,Aceh Gayo Light Honey 50% | Solok Radjo Light Honey 30% | Flores Bajawa Medium WetHulled 20%,Light,"Karakter buah tropis yang menawan, blend tropical ini memadukan biji-biji terbaik dari Aceh Gayo dan Solok Radjo dan Flores Bajawa. Diproses dengan metode Honey & WetHulled, menghadirkan profil rasa white grape, floral, nectarine yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Tea-like,Aceh Gayo (Light / Honey): 500g (50%) | Solok Radjo (Light / Honey): 300g (30%) | Flores Bajawa (Medium / WetHulled): 200g (20%) | total: 1000g,Cocok untuk AeroPress
S-SUM-103,Summer,Seasonal Blend,Heritage Summer Signature,Java Preanger Dark Anaerobic 45% | Bukit Barisan Medium Anaerobic 55%,Medium,"Segar dan penuh semangat, blend lively ini memadukan biji-biji terbaik dari Java Preanger dan Bukit Barisan. Diproses dengan metode Anaerobic, menghadirkan profil rasa fermented cocoa, tropical punch, dark rum yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Round,Java Preanger (Dark / Anaerobic): 450g (45%) | Bukit Barisan (Medium / Anaerobic): 550g (55%) | total: 1000g,Versatile for Espresso & Filter
S-SUM-104,Summer,Seasonal Blend,Midnight Summer Spring,Java Manglayang Light Honey 55% | Gunung Halu Light SemiWashed 30% | Java Ciwidey Light Anaerobic 15%,Light,"Ringan namun penuh kepribadian, blend bright ini memadukan biji-biji terbaik dari Java Manglayang dan Gunung Halu dan Java Ciwidey. Diproses dengan metode SemiWashed & Honey, menghadirkan profil rasa cola, apricot, raspberry yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Light Body,Java Manglayang (Light / Honey): 550g (55%) | Gunung Halu (Light / SemiWashed): 300g (30%) | Java Ciwidey (Light / Anaerobic): 150g (15%) | total: 1000g,Ideal for Chemex
S-SUM-105,Summer,Seasonal Blend,Golden Summer Select,Java Ciwidey Medium Honey 55% | Sembalun Rinjani Dark Washed 30% | Papua Dogiyai Medium SemiWashed 15%,Medium,"Karakter buah tropis yang menawan, blend vibrant ini memadukan biji-biji terbaik dari Java Ciwidey dan Sembalun Rinjani dan Papua Dogiyai. Diproses dengan metode SemiWashed & Washed, menghadirkan profil rasa apricot jam, molasses, vanilla yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Java Ciwidey (Medium / Honey): 550g (55%) | Sembalun Rinjani (Dark / Washed): 300g (30%) | Papua Dogiyai (Medium / SemiWashed): 150g (15%) | total: 1000g,Versatile for Espresso & Filter
S-SUM-106,Summer,Seasonal Blend,Primal Summer Signature,Gunung Halu Dark SemiWashed 50% | Java Ciwidey Dark Anaerobic 30% | Java Manglayang Medium WetHulled 20%,Dark,"Karakter buah tropis yang menawan, blend fruity ini memadukan biji-biji terbaik dari Gunung Halu dan Java Ciwidey dan Java Manglayang. Diproses dengan metode SemiWashed & WetHulled, menghadirkan profil rasa smoke, tobacco, walnut yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Heavy Body,Gunung Halu (Dark / SemiWashed): 500g (50%) | Java Ciwidey (Dark / Anaerobic): 300g (30%) | Java Manglayang (Medium / WetHulled): 200g (20%) | total: 1000g,Cocok untuk Cold Brew
S-SUM-107,Summer,Seasonal Blend,Twilight Summer Chapter,Lintong Onan Dark SemiWashed 45% | Bali Kintamani Dark Wine 55%,Dark,"Karakter buah tropis yang menawan, blend fruity ini memadukan biji-biji terbaik dari Lintong Onan dan Bali Kintamani. Diproses dengan metode SemiWashed & Wine, menghadirkan profil rasa roasted grain, dark caramel, smoked plum yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Syrupy,Lintong Onan (Dark / SemiWashed): 450g (45%) | Bali Kintamani (Dark / Wine): 550g (55%) | total: 1000g,Best for Batch Brew
S-SUM-108,Summer,Seasonal Blend,Harvest Summer Fusion,Arjuno Light WetHulled 55% | Java Puntang Light Anaerobic 45%,Light,"Karakter buah tropis yang menawan, blend fruity ini memadukan biji-biji terbaik dari Arjuno dan Java Puntang. Diproses dengan metode WetHulled & Anaerobic, menghadirkan profil rasa rum raisin, cola, cedar yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Clean,Arjuno (Light / WetHulled): 550g (55%) | Java Puntang (Light / Anaerobic): 450g (45%) | total: 1000g,Cocok untuk AeroPress
S-SUM-109,Summer,Seasonal Blend,Velvet Summer Series,Flores Manggarai Dark SemiWashed 45% | Lintong Onan Light WetHulled 35% | Kerinci Kayu Aro Dark Natural 20%,Medium,"Ringan namun penuh kepribadian, blend refreshing ini memadukan biji-biji terbaik dari Flores Manggarai dan Lintong Onan dan Kerinci Kayu Aro. Diproses dengan metode SemiWashed & WetHulled, menghadirkan profil rasa cedar, dark caramel, tar yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Flores Manggarai (Dark / SemiWashed): 450g (45%) | Lintong Onan (Light / WetHulled): 350g (35%) | Kerinci Kayu Aro (Dark / Natural): 200g (20%) | total: 1000g,Best for Moka Pot
S-SUM-110,Summer,Seasonal Blend,Celestial Summer Chapter,Java Ciwidey Medium WetHulled 45% | Java Ciwidey Medium Honey 55%,Medium,"Ringan namun penuh kepribadian, blend vibrant ini memadukan biji-biji terbaik dari Java Ciwidey dan Java Ciwidey. Diproses dengan metode Honey & WetHulled, menghadirkan profil rasa maple syrup, earthy, mushroom yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Round,Java Ciwidey (Medium / WetHulled): 450g (45%) | Java Ciwidey (Medium / Honey): 550g (55%) | total: 1000g,Cocok untuk French Press & Espresso
S-SUM-111,Summer,Seasonal Blend,Ritual Summer Origin,Java Manglayang Dark SemiWashed 40% | Sidikalang Light WetHulled 35% | Mandheling Light Honey 25%,Medium,"Karakter buah tropis yang menawan, blend vibrant ini memadukan biji-biji terbaik dari Java Manglayang dan Sidikalang dan Mandheling. Diproses dengan metode SemiWashed & Honey, menghadirkan profil rasa walnut, dark caramel, intense spice yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Java Manglayang (Dark / SemiWashed): 400g (40%) | Sidikalang (Light / WetHulled): 350g (35%) | Mandheling (Light / Honey): 250g (25%) | total: 1000g,Versatile for Espresso & Filter
S-SUM-112,Summer,Seasonal Blend,Bronze Summer Peak,Java Temanggung Dark Anaerobic 50% | Toraja Sapan Light Honey 50%,Medium,"Karakter buah tropis yang menawan, blend fruity ini memadukan biji-biji terbaik dari Java Temanggung dan Toraja Sapan. Diproses dengan metode Honey & Anaerobic, menghadirkan profil rasa white grape, floral, apricot yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Java Temanggung (Dark / Anaerobic): 500g (50%) | Toraja Sapan (Light / Honey): 500g (50%) | total: 1000g,Versatile for Espresso & Filter
S-SUM-113,Summer,Seasonal Blend,Amber Summer Chapter,Java Ciwidey Medium Natural 50% | Bali Ulian Medium Wine 25% | Flores Manggarai Medium Honey 25%,Medium,"Cerah seperti pagi musim panas, blend refreshing ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Ulian dan Flores Manggarai. Diproses dengan metode Wine & Honey, menghadirkan profil rasa berry jam, macadamia, honey yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Java Ciwidey (Medium / Natural): 500g (50%) | Bali Ulian (Medium / Wine): 250g (25%) | Flores Manggarai (Medium / Honey): 250g (25%) | total: 1000g,Best for Moka Pot
S-SUM-114,Summer,Seasonal Blend,Heritage Summer Origin,Java Sindoro Dark Washed 40% | Java Preanger Dark Honey 35% | Bukit Barisan Dark Wine 25%,Dark,"Cerah seperti pagi musim panas, blend tropical ini memadukan biji-biji terbaik dari Java Sindoro dan Java Preanger dan Bukit Barisan. Diproses dengan metode Washed & Honey, menghadirkan profil rasa tobacco, dark roast, smoked plum yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Thick,Java Sindoro (Dark / Washed): 400g (40%) | Java Preanger (Dark / Honey): 350g (35%) | Bukit Barisan (Dark / Wine): 250g (25%) | total: 1000g,Best for Espresso
S-SUM-115,Summer,Seasonal Blend,Dawn Summer Select,Arjuno Dark SemiWashed 40% | Flores Manggarai Dark Honey 35% | Semeru Light Anaerobic 25%,Dark,"Cerah seperti pagi musim panas, blend vibrant ini memadukan biji-biji terbaik dari Arjuno dan Flores Manggarai dan Semeru. Diproses dengan metode SemiWashed & Honey, menghadirkan profil rasa cola, raspberry, intense spice yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Full Body,Arjuno (Dark / SemiWashed): 400g (40%) | Flores Manggarai (Dark / Honey): 350g (35%) | Semeru (Light / Anaerobic): 250g (25%) | total: 1000g,Best for Batch Brew
S-SUM-116,Summer,Seasonal Blend,Summit Summer Story,Kerinci Kayu Aro Dark Honey 65% | Bali Ulian Medium Honey 35%,Dark,"Ringan namun penuh kepribadian, blend tropical ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Bali Ulian. Diproses dengan metode Honey, menghadirkan profil rasa dried apricot, dark sugar, maple syrup yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Full Body,Kerinci Kayu Aro (Dark / Honey): 650g (65%) | Bali Ulian (Medium / Honey): 350g (35%) | total: 1000g,Best for Espresso
S-SUM-117,Summer,Seasonal Blend,Sacred Summer Signature,Java Ciwidey Dark WetHulled 60% | Dampit Malang Dark Washed 25% | Gunung Halu Dark SemiWashed 15%,Dark,"Cerah seperti pagi musim panas, blend vibrant ini memadukan biji-biji terbaik dari Java Ciwidey dan Dampit Malang dan Gunung Halu. Diproses dengan metode SemiWashed & Washed, menghadirkan profil rasa dark roast, bitter chocolate, roasted grain yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Full Body,Java Ciwidey (Dark / WetHulled): 600g (60%) | Dampit Malang (Dark / Washed): 250g (25%) | Gunung Halu (Dark / SemiWashed): 150g (15%) | total: 1000g,Ideal untuk Ristretto
S-SUM-118,Summer,Seasonal Blend,Archipelago Summer Valley,Kerinci Kayu Aro Light Anaerobic 45% | Java Temanggung Dark Natural 55%,Medium,"Cerah seperti pagi musim panas, blend lively ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Java Temanggung. Diproses dengan metode Natural & Anaerobic, menghadirkan profil rasa lychee, raspberry, espresso yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Balanced,Kerinci Kayu Aro (Light / Anaerobic): 450g (45%) | Java Temanggung (Dark / Natural): 550g (55%) | total: 1000g,Versatile for Espresso & Filter
S-SUM-119,Summer,Seasonal Blend,Golden Summer Series,Java Puntang Dark SemiWashed 50% | Java Sindoro Medium Wine 30% | Sidikalang Dark SemiWashed 20%,Dark,"Segar dan penuh semangat, blend tropical ini memadukan biji-biji terbaik dari Java Puntang dan Java Sindoro dan Sidikalang. Diproses dengan metode SemiWashed & Wine, menghadirkan profil rasa walnut, dark caramel, intense spice yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Syrupy,Java Puntang (Dark / SemiWashed): 500g (50%) | Java Sindoro (Medium / Wine): 300g (30%) | Sidikalang (Dark / SemiWashed): 200g (20%) | total: 1000g,Cocok untuk Cold Brew
S-SUM-120,Summer,Seasonal Blend,Ember Summer Journey,Toraja Sapan Medium Anaerobic 50% | Java Ijen Raung Medium Honey 30% | Java Garut Medium WetHulled 20%,Medium,"Segar dan penuh semangat, blend vibrant ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Ijen Raung dan Java Garut. Diproses dengan metode Honey & WetHulled, menghadirkan profil rasa cacao nib, macadamia, honey yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Balanced,Toraja Sapan (Medium / Anaerobic): 500g (50%) | Java Ijen Raung (Medium / Honey): 300g (30%) | Java Garut (Medium / WetHulled): 200g (20%) | total: 1000g,Cocok untuk French Press & Espresso
S-SUM-121,Summer,Seasonal Blend,Copper Summer Peak,Bali Kintamani Light Washed 60% | Bengkulu Light Wine 40%,Light,"Segar dan penuh semangat, blend lively ini memadukan biji-biji terbaik dari Bali Kintamani dan Bengkulu. Diproses dengan metode Washed & Wine, menghadirkan profil rasa citrus, green tea, grape must yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Light Body,Bali Kintamani (Light / Washed): 600g (60%) | Bengkulu (Light / Wine): 400g (40%) | total: 1000g,Best for V60
S-SUM-122,Summer,Seasonal Blend,Heritage Summer Collection,Java Ijen Raung Medium SemiWashed 45% | Arjuno Dark Natural 35% | Papua Wamena Light Wine 20%,Medium,"Karakter buah tropis yang menawan, blend fruity ini memadukan biji-biji terbaik dari Java Ijen Raung dan Arjuno dan Papua Wamena. Diproses dengan metode SemiWashed & Wine, menghadirkan profil rasa plum, roasted nut, wine yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Smooth,Java Ijen Raung (Medium / SemiWashed): 450g (45%) | Arjuno (Dark / Natural): 350g (35%) | Papua Wamena (Light / Wine): 200g (20%) | total: 1000g,Versatile for Espresso & Filter
